C,delta,k,r,sf,sm,EqInvEig,EqInvEigNM,DiffEQInvEig
0.75,0.2,1.0499999999999998,0.,0.9832853875268401,0.9077409812135482,1,0,1
0.75,0.2,1.0499999999999998,0.,0.1131056094302445,0.5036700167999342,2,0,2
0.75,0.2,1.0499999999999998,0.,0.12713187742009535,0.43811758437404125,2,0,2
0.75,0.2,1.0499999999999998,0.,0.5860736305631258,0.825779769048895,1,0,1
0.75,0.2,1.0499999999999998,0.,0.40244215823442775,0.993569674475647,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6641348076870308,0.9735236241681391,1,0,1
0.75,0.2,1.0499999999999998,0.,0.745664437033148,0.9619352424838761,1,0,1
0.75,0.2,1.0499999999999998,0.,0.22388875005845787,0.9630469052773376,2,0,2
0.75,0.2,1.0499999999999998,0.,0.08613300055938433,0.4481944855109292,2,0,2
0.75,0.2,1.0499999999999998,0.,0.7136223252654603,0.8483097271406754,1,0,1
0.75,0.2,1.0499999999999998,0.,0.18458343961364276,0.6938484656892574,2,0,2
0.75,0.2,1.0499999999999998,0.,0.9282261392119253,0.9073201735666072,1,0,1
0.75,0.2,1.0499999999999998,0.,0.44259959649615976,0.7873834116375205,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4649225757028532,0.7440732253896896,1,0,1
0.75,0.2,1.0499999999999998,0.,0.7529523363804087,0.9011897175846368,1,0,1
0.75,0.2,1.0499999999999998,0.,0.969238071063687,0.8506031750889629,1,0,1
0.75,0.2,1.0499999999999998,0.,0.7012841318762191,0.9563894357642104,1,0,1
0.75,0.2,1.0499999999999998,0.,0.3883737475442146,0.8311033766401272,1,0,1
0.75,0.2,1.0499999999999998,0.,0.7710152843995803,0.9471096271634727,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5200749836022689,0.8933987572406026,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6196036073186002,0.856308132558899,1,0,1
0.75,0.2,1.0499999999999998,0.,0.15628746259271264,0.4881824072895886,2,0,2
0.75,0.2,1.0499999999999998,0.,0.5074919403221014,0.9583586434144193,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6988724930310999,0.9136048182963699,1,0,1
0.75,0.2,1.0499999999999998,0.,0.167563293370371,0.6312930999658897,2,0,2
0.75,0.2,1.0499999999999998,0.,0.5579086724211522,0.826643187174523,1,0,1
0.75,0.2,1.0499999999999998,0.,0.25636687826886884,0.9793734562904486,2,0,2
0.75,0.2,1.0499999999999998,0.,0.6771948532393179,0.9014206662243307,1,0,1
0.75,0.2,1.0499999999999998,0.,0.31873386280962457,0.8606135717541945,1,0,1
0.75,0.2,1.0499999999999998,0.,0.1667656299128224,0.5431096348223592,2,0,2
0.75,0.2,1.0499999999999998,0.,0.2925492627824715,0.7993196103625577,2,0,2
0.75,0.2,1.0499999999999998,0.,0.9332087089878085,0.8673476281475483,1,0,1
0.75,0.2,1.0499999999999998,0.,0.39938965976273555,0.9040511004093985,1,0,1
0.75,0.2,1.0499999999999998,0.,0.16538428035809405,0.7498029862387892,2,0,2
0.75,0.2,1.0499999999999998,0.,0.2162960432358847,0.7757328201146678,2,0,2
0.75,0.2,1.0499999999999998,0.,0.7494274644006247,0.977956552536414,0,0,0
0.75,0.2,1.0499999999999998,0.,0.3530811877377009,0.795929589412617,1,0,1
0.75,0.2,1.0499999999999998,0.,0.1931299544083842,0.7085374833788673,2,0,2
0.75,0.2,1.0499999999999998,0.,0.24727414227357825,0.6737344440651751,2,0,2
0.75,0.2,1.0499999999999998,0.,0.8357965900753248,0.9338179185385997,1,0,1
0.75,0.2,1.0499999999999998,0.,0.3203036114916704,0.8056716216606989,1,0,1
0.75,0.2,1.0499999999999998,0.,0.8758276476105691,0.8940218298989688,1,0,1
0.75,0.2,1.0499999999999998,0.,0.3074473930511721,0.7029203372064281,2,0,2
0.75,0.2,1.0499999999999998,0.,0.31139220768221465,0.7902632280183564,1,0,1
0.75,0.2,1.0499999999999998,0.,0.8124338732068908,0.9159271409187606,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5806591240879033,0.8828127195753317,1,0,1
0.75,0.2,1.0499999999999998,0.,0.7308302370329656,0.8615776304424536,1,0,1
0.75,0.2,1.0499999999999998,0.,0.287231598501795,0.6823520330459449,2,0,2
0.75,0.2,1.0499999999999998,0.,0.19461785247251862,0.8325777290566174,2,0,2
0.75,0.2,1.0499999999999998,0.,0.4109249778175861,0.7079753524517334,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5710659512307705,0.8091458348097245,1,0,1
0.75,0.2,1.0499999999999998,0.,0.16031684559735027,0.6462912367400564,2,0,2
0.75,0.2,1.0499999999999998,0.,0.7521636169431067,0.9447548436346582,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6797072952369669,0.8178062158891235,1,0,1
0.75,0.2,1.0499999999999998,0.,0.25580059555720247,0.9173973646442584,2,0,2
0.75,0.2,1.0499999999999998,0.,0.6326895448429457,0.8454633460208327,1,0,1
0.75,0.2,1.0499999999999998,0.,0.18104372507809252,0.7099439189649328,2,0,2
0.75,0.2,1.0499999999999998,0.,0.6308861868063178,0.9191722890956284,1,0,1
0.75,0.2,1.0499999999999998,0.,0.3739739188037008,0.9862050241308735,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6151711913129689,0.8867233957265226,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5405816787951012,0.7946277413445186,1,0,1
0.75,0.2,1.0499999999999998,0.,0.47478244495726774,0.7613567910564729,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4819392732683794,0.8967233362200797,1,0,1
0.75,0.2,1.0499999999999998,0.,0.09546073804720168,0.4909918188474418,2,0,2
0.75,0.2,1.0499999999999998,0.,0.7109205511246139,0.8579971963579958,1,0,1
0.75,0.2,1.0499999999999998,0.,0.8382765794513056,0.8632215077168577,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4841789872037283,0.9919017675088935,1,0,1
0.75,0.2,1.0499999999999998,0.,0.31798474324497494,0.6521020385062821,2,0,2
0.75,0.2,1.0499999999999998,0.,0.22845822237685964,0.6031473325813714,2,0,2
0.75,0.2,1.0499999999999998,0.,0.4521597823947292,0.9133349485719668,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5191004588912029,0.8578033080691962,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4066390920902976,0.8949383086962979,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4903292222732545,0.8774005482988698,1,0,1
0.75,0.2,1.0499999999999998,0.,0.7243744582029052,0.9952695730829737,0,0,0
0.75,0.2,1.0499999999999998,0.,0.4252924146040189,0.9698064023296087,1,0,1
0.75,0.2,1.0499999999999998,0.,0.10116794388466532,0.5932582263249149,2,0,2
0.75,0.2,1.0499999999999998,0.,0.2126679348747298,0.964136537377319,2,0,2
0.75,0.2,1.0499999999999998,0.,0.1403439327931857,0.45723401447203327,2,0,2
0.75,0.2,1.0499999999999998,0.,0.3814410796663965,0.9025819178123202,1,0,1
0.75,0.2,1.0499999999999998,0.,0.33844207541325755,0.9223973163663579,1,0,1
0.75,0.2,1.0499999999999998,0.,0.20071086709648012,0.6457774275585064,2,0,2
0.75,0.2,1.0499999999999998,0.,0.3254487398719226,0.9837976049983861,1,0,1
0.75,0.2,1.0499999999999998,0.,0.52467874149318,0.7584612063209268,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6381732219462268,0.9769645987019202,1,0,1
0.75,0.2,1.0499999999999998,0.,0.254747146196842,0.7655725075623927,2,0,2
0.75,0.2,1.0499999999999998,0.,0.27674692958823033,0.9635694929594258,2,0,2
0.75,0.2,1.0499999999999998,0.,0.3662388890352559,0.9532279543514213,1,0,1
0.75,0.2,1.0499999999999998,0.,0.23218419671353785,0.6808281487053871,2,0,2
0.75,0.2,1.0499999999999998,0.,0.21095867033741622,0.7550937940514926,2,0,2
0.75,0.2,1.0499999999999998,0.,0.30063072584247186,0.7490927434435399,2,0,2
0.75,0.2,1.0499999999999998,0.,0.883168103324101,0.9286699954002369,1,0,1
0.75,0.2,1.0499999999999998,0.,0.16666155427617224,0.7538490310964587,2,0,2
0.75,0.2,1.0499999999999998,0.,0.5772644186769911,0.9674143899225869,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5570370733456815,0.9409436742111503,1,0,1
0.75,0.2,1.0499999999999998,0.,0.05783214664805203,0.28011147518951707,2,0,2
0.75,0.2,1.0499999999999998,0.,0.818993630811164,0.9322684251451914,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5089130059117768,0.8457909247945503,1,0,1
0.75,0.2,1.0499999999999998,0.,0.20153790659590665,0.8511790081354118,2,0,2
0.75,0.2,1.0499999999999998,0.,0.532164970410677,0.7623093533573713,1,0,1
0.75,0.2,1.0499999999999998,0.,0.3897991564327945,0.9513527152636325,1,0,1
0.75,0.2,1.0499999999999998,0.,0.36885234679795786,0.9860394297085844,1,0,1
0.75,0.2,1.0499999999999998,0.,0.2559452840597145,0.7467352977335067,2,0,2
0.75,0.2,1.0499999999999998,0.,0.3434007511257413,0.7782399709952885,1,0,1
0.75,0.2,1.0499999999999998,0.,0.14861484094746724,0.9869431525472836,2,0,2
0.75,0.2,1.0499999999999998,0.,0.18658587417505967,0.6408943036356698,2,0,2
0.75,0.2,1.0499999999999998,0.,0.27690826920393374,0.8900077813546567,2,0,2
0.75,0.2,1.0499999999999998,0.,0.6145858647369797,0.9409423638534411,1,0,1
0.75,0.2,1.0499999999999998,0.,0.17573773183412045,0.5471374250379852,2,0,2
0.75,0.2,1.0499999999999998,0.,0.2431891969850195,0.9683977741313183,2,0,2
0.75,0.2,1.0499999999999998,0.,0.24141302986138902,0.5988165045990392,2,0,2
0.75,0.2,1.0499999999999998,0.,0.23312650152314585,0.95903492359185,2,0,2
0.75,0.2,1.0499999999999998,0.,0.8228791391161343,0.9763289786343798,0,0,0
0.75,0.2,1.0499999999999998,0.,0.09266864894043692,0.581007963471408,2,0,2
0.75,0.2,1.0499999999999998,0.,0.5696581728183874,0.806563142555434,1,0,1
0.75,0.2,1.0499999999999998,0.,0.2927816818348761,0.7623702919182578,2,0,2
0.75,0.2,1.0499999999999998,0.,0.7759683181473107,0.9161519299977585,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5279101397483152,0.845052969829942,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4171470782649709,0.7725867571621412,1,0,1
0.75,0.2,1.0499999999999998,0.,0.43032556665716704,0.9715460148994846,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6310022746861395,0.8342246010863585,1,0,1
0.75,0.2,1.0499999999999998,0.,0.2931995282754152,0.7217534063775588,2,0,2
0.75,0.2,1.0499999999999998,0.,0.1778138455419609,0.9136280219702653,2,0,2
0.75,0.2,1.0499999999999998,0.,0.31099600736670197,0.9363959614991728,1,0,1
0.75,0.2,1.0499999999999998,0.,0.33563689775088257,0.7069910551854623,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5502933187916785,0.8730002935250345,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5423603083288224,0.879585221945651,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6497470305182891,0.9768478348235976,1,0,1
0.75,0.2,1.0499999999999998,0.,0.13378820908735878,0.7175500377997603,2,0,2
0.75,0.2,1.0499999999999998,0.,0.17210485809081577,0.7271546631779306,2,0,2
0.75,0.2,1.0499999999999998,0.,0.7784069570835863,0.9250677713239344,1,0,1
0.75,0.2,1.0499999999999998,0.,0.13536123633765507,0.7335557010379896,2,0,2
0.75,0.2,1.0499999999999998,0.,0.14646445997309954,0.8637130860269839,2,0,2
0.75,0.2,1.0499999999999998,0.,0.5056922861119082,0.7865766141875297,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6439178149632341,0.9864257323741039,1,0,1
0.75,0.2,1.0499999999999998,0.,0.36216250125779403,0.9724284965699328,1,0,1
0.75,0.2,1.0499999999999998,0.,0.7083517258318988,0.9359302632003079,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4938058564591903,0.959732291666151,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5390588406831287,0.8150726874999681,1,0,1
0.75,0.2,1.0499999999999998,0.,0.978369474967657,0.9182323409565738,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4971943700664643,0.89222496728062,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6820807311349046,0.8648628249406123,1,0,1
0.75,0.2,1.0499999999999998,0.,0.35951090981892375,0.7046751274243532,1,0,1
0.75,0.2,1.0499999999999998,0.,0.12306547840243054,0.7068004421585474,2,0,2
0.75,0.2,1.0499999999999998,0.,0.3009211925582056,0.9038101878317963,2,0,2
0.75,0.2,1.0499999999999998,0.,0.5140654901147916,0.8691782064997671,1,0,1
0.75,0.2,1.0499999999999998,0.,0.1470942413169063,0.4785798684963778,2,0,2
0.75,0.2,1.0499999999999998,0.,0.5521444970984584,0.880811770187343,1,0,1
0.75,0.2,1.0499999999999998,0.,0.18356656578565822,0.9554082015169962,2,0,2
0.75,0.2,1.0499999999999998,0.,0.44331908759891103,0.9236776265014595,1,0,1
0.75,0.2,1.0499999999999998,0.,0.19275496180589657,0.8685492650720985,2,0,2
0.75,0.2,1.0499999999999998,0.,0.16085587597996698,0.8539618724678597,2,0,2
0.75,0.2,1.0499999999999998,0.,0.8984213357577226,0.8845469491489966,1,0,1
0.75,0.2,1.0499999999999998,0.,0.9154511139550892,0.9277107253232255,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4827028793964383,0.8258083760227226,1,0,1
0.75,0.2,1.0499999999999998,0.,0.2390641004733023,0.897545759054331,2,0,2
0.75,0.2,1.0499999999999998,0.,0.5992571863824456,0.8104189403726736,1,0,1
0.75,0.2,1.0499999999999998,0.,0.2802268514860353,0.8212790869321216,2,0,2
0.75,0.2,1.0499999999999998,0.,0.6609684818091737,0.8134617181573658,1,0,1
0.75,0.2,1.0499999999999998,0.,0.7202507484062932,0.9288486945151848,1,0,1
0.75,0.2,1.0499999999999998,0.,0.7332763531229232,0.9525409555283104,1,0,1
0.75,0.2,1.0499999999999998,0.,0.9686459163246124,0.9594663844836295,0,0,0
0.75,0.2,1.0499999999999998,0.,0.4908602379595599,0.8808170091191527,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4738070664009979,0.961553446299745,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6440295650702641,0.8317416204837698,1,0,1
0.75,0.2,1.0499999999999998,0.,0.23976943609919288,0.7440329497892086,2,0,2
0.75,0.2,1.0499999999999998,0.,0.5691514471546761,0.8972070305550872,1,0,1
0.75,0.2,1.0499999999999998,0.,0.2787011347963275,0.971725474024512,2,0,2
0.75,0.2,1.0499999999999998,0.,0.2481776361125465,0.6628102559142184,2,0,2
0.75,0.2,1.0499999999999998,0.,0.37963066721797745,0.8536229626176399,1,0,1
0.75,0.2,1.0499999999999998,0.,0.3003829217314222,0.7420947217166716,2,0,2
0.75,0.2,1.0499999999999998,0.,0.1758772411358387,0.7889044976452158,2,0,2
0.75,0.2,1.0499999999999998,0.,0.10513505317751792,0.5312419143192801,2,0,2
0.75,0.2,1.0499999999999998,0.,0.6005869894570619,0.8547366112152743,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6761417124704276,0.8778252254016932,1,0,1
0.75,0.2,1.0499999999999998,0.,0.6714296447959625,0.9560529426512698,1,0,1
0.75,0.2,1.0499999999999998,0.,0.2301000487070437,0.8451680907912207,2,0,2
0.75,0.2,1.0499999999999998,0.,0.2203730840824507,0.5960074664747832,2,0,2
0.75,0.2,1.0499999999999998,0.,0.47577211185422197,0.7479934758632629,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5646782474057321,0.9246616562368659,1,0,1
0.75,0.2,1.0499999999999998,0.,0.37957875186493806,0.6905350950228375,1,0,1
0.75,0.2,1.0499999999999998,0.,0.9711665921851009,0.8886615649545533,1,0,1
0.75,0.2,1.0499999999999998,0.,0.442161589556884,0.8819991337389126,1,0,1
0.75,0.2,1.0499999999999998,0.,0.11175016323470333,0.6168754094866056,2,0,2
0.75,0.2,1.0499999999999998,0.,0.40562243964267464,0.9852164967111474,1,0,1
0.75,0.2,1.0499999999999998,0.,0.4727026580411897,0.9013715835635534,1,0,1
0.75,0.2,1.0499999999999998,0.,0.8378294568182512,0.8696623044070508,1,0,1
0.75,0.2,1.0499999999999998,0.,0.16329157975440234,0.6348941705102646,2,0,2
0.75,0.2,1.0499999999999998,0.,0.16348551883361861,0.8350887505645745,2,0,2
0.75,0.2,1.0499999999999998,0.,0.6350345069366135,0.8386858151929528,1,0,1
0.75,0.2,1.0499999999999998,0.,0.13171856702410967,0.734342091536808,2,0,2
0.75,0.2,1.0499999999999998,0.,0.2892294182093613,0.9525251186632886,2,0,2
0.75,0.2,1.0499999999999998,0.,0.3234046304133511,0.9017926404696481,1,0,1
0.75,0.2,1.0499999999999998,0.,0.23071952490763792,0.9846934174786739,2,0,2
0.75,0.2,1.0499999999999998,0.,0.1743828902684128,0.666538435915536,2,0,2
0.75,0.2,1.0499999999999998,0.,0.6833637474401462,0.8394426066940044,1,0,1
0.75,0.2,1.0499999999999998,0.,0.40918296241370355,0.7271098263110909,1,0,1
0.75,0.2,1.0499999999999998,0.,0.8262474896489853,0.8793530860829963,1,0,1
0.75,0.2,1.0499999999999998,0.,0.25119182642703675,0.8261581831645488,2,0,2
0.75,0.2,1.0499999999999998,0.,0.40492878760562134,0.9499238762513968,1,0,1
0.75,0.2,1.0499999999999998,0.,0.2378277150060759,0.9309774946291705,2,0,2
0.75,0.2,1.0499999999999998,0.,0.4264714961741132,0.7298444995741651,1,0,1
0.75,0.2,1.0499999999999998,0.,0.40062657662662104,0.9199144037144205,1,0,1
0.75,0.2,1.0499999999999998,0.,0.5277482886607177,0.8976655022212414,1,0,1
0.75,0.2,1.0499999999999998,0.,0.24661109928048597,0.8102173044240952,2,0,2
0.75,0.2,1.0499999999999998,0.,0.20122028364079148,0.704360759853266,2,0,2
0.75,0.2,1.0499999999999998,0.,0.29261096358762906,0.9786636284177412,2,0,2
0.75,0.2,1.0499999999999998,0.,0.2214442945219468,0.6647716409374667,2,0,2
0.75,0.2,1.0499999999999998,0.,0.48945634902780655,0.89420822971509,1,0,1
0.75,0.2,1.0499999999999998,0.,0.2502235628619509,0.7212744650600793,2,0,2
0.75,0.2,1.0499999999999998,0.,0.21418375345947505,0.8614782813182322,2,0,2
0.75,0.2,1.0499999999999998,0.,0.3088264390300248,0.6528960248778319,2,0,2
0.75,0.2,1.0499999999999998,0.,0.3763715935641829,0.8844267195687012,1,0,1
0.75,0.2,1.0499999999999998,0.,0.7033178273307747,0.9058955892530705,1,0,1
0.75,0.2,1.0499999999999998,0.,0.18018336412076397,0.9743592191717236,2,0,2
0.75,0.2,1.0499999999999998,0.,0.19467759991507094,0.9584917777734712,2,0,2
0.75,0.2,1.0499999999999998,0.,0.22757594842928652,0.6414844556506818,2,0,2
0.75,0.2,1.0499999999999998,0.,0.12474893681353882,0.7061766573780774,2,0,2
0.75,0.2,1.0499999999999998,0.,0.14850816731734628,0.5920274305222908,2,0,2
0.75,0.2,1.0499999999999998,0.,0.21966973847996063,0.7555390796184356,2,0,2
0.75,0.2,1.0499999999999998,0.,0.8721423092717409,0.9217994696003582,1,0,1
0.75,0.2,1.0499999999999998,0.,0.8332458548455135,0.8426734314671283,1,0,1
0.75,0.2,1.0499999999999998,0.,0.18158159499044335,0.9788164206414816,2,0,2
