C,delta,k,r,sm,sf,EqInvEig,EqInvEigNM,DiffEQInvEig
0.75,0.2,5.51,0.1,0.061802518,0.426041346,1,0,1
0.75,0.2,5.51,0.1,0.044034698,0.182159055,1,1,0
0.75,0.2,5.51,0.1,0.018229499,0.110373695,0,0,0
0.75,0.2,5.51,0.1,0.063194939,0.477983606,2,1,1
0.75,0.2,5.51,0.1,0.088251918,0.420606531,1,0,1
0.75,0.2,5.51,0.1,0.08480493,0.412100166,1,0,1
0.75,0.2,5.51,0.1,0.086477393,0.316986407,1,1,0
0.75,0.2,5.51,0.1,0.030451599,0.268831366,2,1,1
0.75,0.2,5.51,0.1,0.035012474,0.197545082,1,0,1
0.75,0.2,5.51,0.1,0.059103457,0.394267215,1,0,1
0.75,0.2,5.51,0.1,0.012006423,0.102487658,1,1,0
0.75,0.2,5.51,0.1,0.075227904,0.437771579,1,0,1
0.75,0.2,5.51,0.1,0.085166735,0.418850923,1,0,1
0.75,0.2,5.51,0.1,0.124542625,0.470908971,1,1,0
0.75,0.2,5.51,0.1,0.051996574,0.295023846,1,0,1
0.75,0.2,5.51,0.1,0.016747445,0.141015253,2,1,1
0.75,0.2,5.51,0.1,0.102789195,0.4544741,2,1,1
0.75,0.2,5.51,0.1,0.032230323,0.130762942,1,1,0
0.75,0.2,5.51,0.1,0.086918828,0.491710137,1,0,1
0.75,0.2,5.51,0.1,0.13070884,0.473188273,1,1,0
0.75,0.2,5.51,0.1,0.065926589,0.493867512,1,0,1
0.75,0.2,5.51,0.1,0.118706995,0.415903078,1,1,0
0.75,0.2,5.51,0.1,0.043475791,0.303941179,1,0,1
0.75,0.2,5.51,0.1,0.004859421,0.02360832,0,0,0
0.75,0.2,5.51,0.1,0.015370414,0.067321419,1,1,0
0.75,0.2,5.51,0.1,0.021879007,0.150518391,1,0,1
0.75,0.2,5.51,0.1,0.00390078,0.035857212,1,1,0
0.75,0.2,5.51,0.1,0.072731799,0.460417673,1,0,1
0.75,0.2,5.51,0.1,0.109906123,0.43017929,1,1,0
0.75,0.2,5.51,0.1,0.018641747,0.099139116,0,0,0
0.75,0.2,5.51,0.1,0.066129804,0.377614569,1,0,1
0.75,0.2,5.51,0.1,0.033055838,0.124180839,1,1,0
0.75,0.2,5.51,0.1,0.019143784,0.179339391,2,1,1
0.75,0.2,5.51,0.1,0.050577242,0.243176314,0,0,0
0.75,0.2,5.51,0.1,0.033923441,0.226537475,1,0,1
0.75,0.2,5.51,0.1,0.088273598,0.492562889,1,0,1
0.75,0.2,5.51,0.1,0.070507799,0.325433081,1,0,1
0.75,0.2,5.51,0.1,0.102892972,0.423727706,1,1,0
0.75,0.2,5.51,0.1,0.062760031,0.496862695,2,1,1
0.75,0.2,5.51,0.1,0.097695761,0.475153652,1,0,1
0.75,0.2,5.51,0.1,0.033601482,0.204040639,1,0,1
0.75,0.2,5.51,0.1,0.071647259,0.255814398,1,1,0
0.75,0.2,5.51,0.1,0.057821178,0.463180783,2,1,1
0.75,0.2,5.51,0.1,0.103022536,0.463244232,1,0,1
0.75,0.2,5.51,0.1,0.114979745,0.482156045,2,1,1
0.75,0.2,5.51,0.1,0.047305524,0.17869796,1,1,0
0.75,0.2,5.51,0.1,0.065921042,0.39762912,1,0,1
0.75,0.2,5.51,0.1,0.065545858,0.39277479,1,0,1
0.75,0.2,5.51,0.1,0.021449695,0.181334981,2,1,1
0.75,0.2,5.51,0.1,0.094430804,0.343369574,1,1,0
0.75,0.2,5.51,0.1,0.048235755,0.17604081,1,1,0
0.75,0.2,5.51,0.1,0.038519976,0.276101681,1,0,1
0.75,0.2,5.51,0.1,0.049935872,0.187486438,1,1,0
0.75,0.2,5.51,0.1,0.114099149,0.488627774,2,1,1
0.75,0.2,5.51,0.1,0.078571067,0.410602902,1,0,1
0.75,0.2,5.51,0.1,0.059867038,0.340648032,1,0,1
0.75,0.2,5.51,0.1,0.093351573,0.435405923,1,0,1
0.75,0.2,5.51,0.1,0.056755577,0.355099498,1,0,1
0.75,0.2,5.51,0.1,0.058560314,0.27655349,0,0,0
0.75,0.2,5.51,0.1,0.072260599,0.305127549,1,1,0
0.75,0.2,5.51,0.1,0.048058248,0.332112698,1,0,1
0.75,0.2,5.51,0.1,0.019635213,0.169158379,2,1,1
0.75,0.2,5.51,0.1,0.045087012,0.347772525,2,1,1
0.75,0.2,5.51,0.1,0.078471383,0.403432556,1,0,1
0.75,0.2,5.51,0.1,0.070232405,0.424354226,1,0,1
0.75,0.2,5.51,0.1,0.066064672,0.242195133,1,1,0
0.75,0.2,5.51,0.1,0.063682511,0.399263775,1,0,1
0.75,0.2,5.51,0.1,0.043768272,0.159460938,1,1,0
0.75,0.2,5.51,0.1,0.01445963,0.128334387,1,1,0
0.75,0.2,5.51,0.1,0.065747467,0.313385991,1,0,1
0.75,0.2,5.51,0.1,0.06898839,0.267245793,1,1,0
0.75,0.2,5.51,0.1,0.135466693,0.499500819,1,1,0
0.75,0.2,5.51,0.1,0.070529434,0.250053374,1,1,0
0.75,0.2,5.51,0.1,0.061535897,0.367794374,1,0,1
0.75,0.2,5.51,0.1,0.065847193,0.340575624,1,0,1
0.75,0.2,5.51,0.1,0.011618397,0.071211072,0,0,0
0.75,0.2,5.51,0.1,0.087612206,0.334644883,1,1,0
0.75,0.2,5.51,0.1,0.037056577,0.150621288,1,1,0
0.75,0.2,5.51,0.1,0.093824388,0.332847834,1,1,0
0.75,0.2,5.51,0.1,0.036360273,0.277195335,2,1,1
0.75,0.2,5.51,0.1,0.062674886,0.390144064,1,0,1
0.75,0.2,5.51,0.1,0.053459572,0.48147652,2,1,1
0.75,0.2,5.51,0.1,0.128216295,0.471924923,1,1,0
0.75,0.2,5.51,0.1,0.019360322,0.170911512,2,1,1
0.75,0.2,5.51,0.1,0.069334823,0.307236218,1,1,0
0.75,0.2,5.51,0.1,0.070468316,0.45408387,1,0,1
0.75,0.2,5.51,0.1,0.017996089,0.149499196,2,1,1
0.75,0.2,5.51,0.1,0.089752854,0.464799454,1,0,1
0.75,0.2,5.51,0.1,0.03059903,0.2691216,2,1,1
0.75,0.2,5.51,0.1,0.01340683,0.048837702,1,1,0
0.75,0.2,5.51,0.1,0.076130438,0.452004936,1,0,1
0.75,0.2,5.51,0.1,0.078070453,0.391409688,1,0,1
0.75,0.2,5.51,0.1,0.039233136,0.184779192,0,0,0
0.75,0.2,5.51,0.1,0.051754596,0.294727434,1,0,1
0.75,0.2,5.51,0.1,0.057671737,0.344726561,1,0,1
0.75,0.2,5.51,0.1,0.043588825,0.26602785,1,0,1
0.75,0.2,5.51,0.1,0.035606819,0.233412835,1,0,1
0.75,0.2,5.51,0.1,0.06943495,0.272871774,1,1,0
0.75,0.2,5.51,0.1,0.050867035,0.430034986,2,1,1
0.75,0.2,5.51,0.1,0.040459225,0.187395559,0,0,0
0.75,0.2,5.51,0.1,0.075244126,0.284009739,1,1,0
0.75,0.2,5.51,0.1,0.10109516,0.473052814,1,0,1
0.75,0.2,5.51,0.1,0.039279607,0.206924309,0,0,0
0.75,0.2,5.51,0.1,0.032293503,0.241213669,2,1,1
0.75,0.2,5.51,0.1,0.068993585,0.27040336,1,1,0
0.75,0.2,5.51,0.1,0.061825725,0.240060841,1,1,0
0.75,0.2,5.51,0.1,0.096583829,0.35905336,1,1,0
0.75,0.2,5.51,0.1,0.059958884,0.409438151,1,0,1
0.75,0.2,5.51,0.1,0.063999446,0.447306779,1,0,1
0.75,0.2,5.51,0.1,0.092542853,0.344272889,1,1,0
0.75,0.2,5.51,0.1,0.070850202,0.494482041,1,0,1
0.75,0.2,5.51,0.1,0.077149585,0.422514861,1,0,1
0.75,0.2,5.51,0.1,0.078889502,0.478327491,1,0,1
0.75,0.2,5.51,0.1,0.070796141,0.284071613,1,1,0
0.75,0.2,5.51,0.1,0.053248779,0.38933571,1,0,1
0.75,0.2,5.51,0.1,0.112842725,0.416668788,1,1,0
0.75,0.2,5.51,0.1,0.030745431,0.128224184,1,1,0
0.75,0.2,5.51,0.1,0.071611145,0.363150448,1,0,1
0.75,0.2,5.51,0.1,0.099954492,0.388184096,1,1,0
0.75,0.2,5.51,0.1,0.084816099,0.359446841,1,1,0
0.75,0.2,5.51,0.1,0.064625495,0.344441002,1,0,1
0.75,0.2,5.51,0.1,0.052782834,0.425525087,2,1,1
0.75,0.2,5.51,0.1,0.073095278,0.354232351,1,0,1
0.75,0.2,5.51,0.1,0.1165286,0.422928273,1,1,0
0.75,0.2,5.51,0.1,0.079594461,0.313789554,1,1,0
0.75,0.2,5.51,0.1,0.056816759,0.353079896,1,0,1
0.75,0.2,5.51,0.1,0.032276411,0.246776491,2,1,1
0.75,0.2,5.51,0.1,0.029242791,0.193636267,1,0,1
0.75,0.2,5.51,0.1,0.133418193,0.485176946,1,1,0
0.75,0.2,5.51,0.1,0.091147147,0.33293493,1,1,0
0.75,0.2,5.51,0.1,0.020613369,0.143603704,0,0,0
0.75,0.2,5.51,0.1,0.133426405,0.473191555,1,1,0
0.75,0.2,5.51,0.1,0.050379585,0.353845543,1,0,1
0.75,0.2,5.51,0.1,0.077782093,0.333318229,1,1,0
0.75,0.2,5.51,0.1,0.048159149,0.262014277,1,0,1
0.75,0.2,5.51,0.1,0.079134117,0.35522218,1,0,1
0.75,0.2,5.51,0.1,0.051660411,0.301826931,1,0,1
0.75,0.2,5.51,0.1,0.066514058,0.40977671,1,0,1
0.75,0.2,5.51,0.1,0.033091189,0.23825956,1,0,1
0.75,0.2,5.51,0.1,0.096325254,0.412642148,1,1,0
0.75,0.2,5.51,0.1,0.066801727,0.256153475,1,1,0
0.75,0.2,5.51,0.1,0.065818063,0.309611668,1,0,1
0.75,0.2,5.51,0.1,0.041988785,0.385957255,2,1,1
0.75,0.2,5.51,0.1,0.05223719,0.45040666,2,1,1
0.75,0.2,5.51,0.1,0.013235368,0.075604341,0,0,0
0.75,0.2,5.51,0.1,0.059181192,0.353536032,1,0,1
0.75,0.2,5.51,0.1,0.032364631,0.294877962,2,1,1
0.75,0.2,5.51,0.1,0.069386028,0.259884657,1,1,0
0.75,0.2,5.51,0.1,0.067003077,0.474399494,1,0,1
0.75,0.2,5.51,0.1,0.086312384,0.405120172,1,0,1
0.75,0.2,5.51,0.1,0.100591653,0.351995274,1,1,0
0.75,0.2,5.51,0.1,0.063766011,0.382839114,1,0,1
0.75,0.2,5.51,0.1,0.048263142,0.434541828,2,1,1
0.75,0.2,5.51,0.1,0.047594441,0.279686466,1,0,1
0.75,0.2,5.51,0.1,0.070165491,0.346301578,1,0,1
0.75,0.2,5.51,0.1,0.04897788,0.271051032,1,0,1
0.75,0.2,5.51,0.1,0.056929907,0.22743254,1,1,0
0.75,0.2,5.51,0.1,0.051168131,0.305175891,1,0,1
0.75,0.2,5.51,0.1,0.059999058,0.358141101,1,0,1
0.75,0.2,5.51,0.1,0.015976706,0.121372108,1,1,0
0.75,0.2,5.51,0.1,0.067137072,0.475996231,1,0,1
0.75,0.2,5.51,0.1,0.074110098,0.417778897,1,0,1
0.75,0.2,5.51,0.1,0.012469315,0.110999708,1,1,0
0.75,0.2,5.51,0.1,0.05173046,0.469975661,2,1,1
0.75,0.2,5.51,0.1,0.080430645,0.344179957,1,1,0
0.75,0.2,5.51,0.1,0.072334453,0.464762786,1,0,1
0.75,0.2,5.51,0.1,0.105553781,0.392287977,1,1,0
0.75,0.2,5.51,0.1,0.005932984,0.022781996,1,1,0
0.75,0.2,5.51,0.1,0.013410616,0.082102865,0,0,0
0.75,0.2,5.51,0.1,0.048926576,0.257782088,1,0,1
0.75,0.2,5.51,0.1,0.081456353,0.487298689,1,0,1
0.75,0.2,5.51,0.1,0.061780824,0.271512834,1,1,0
0.75,0.2,5.51,0.1,0.048556116,0.454548142,2,1,1
0.75,0.2,5.51,0.1,0.051742707,0.460375958,2,1,1
0.75,0.2,5.51,0.1,0.08527979,0.496566304,1,0,1
0.75,0.2,5.51,0.1,0.086536542,0.315927577,1,1,0
0.75,0.2,5.51,0.1,0.128573504,0.456506273,1,1,0
0.75,0.2,5.51,0.1,0.023248101,0.183293738,2,1,1
0.75,0.2,5.51,0.1,0.105360448,0.47046373,1,0,1
0.75,0.2,5.51,0.1,0.020919185,0.130687532,0,0,0
0.75,0.2,5.51,0.1,0.057649777,0.217311151,1,1,0
0.75,0.2,5.51,0.1,0.083413787,0.330838723,1,1,0
0.75,0.2,5.51,0.1,0.030336998,0.118636004,1,1,0
0.75,0.2,5.51,0.1,0.029036532,0.169239418,0,0,0
0.75,0.2,5.51,0.1,0.084730911,0.467342926,1,0,1
0.75,0.2,5.51,0.1,0.069787013,0.271777762,1,1,0
0.75,0.2,5.51,0.1,0.023461382,0.168293922,1,0,1
0.75,0.2,5.51,0.1,0.094734975,0.494100843,1,0,1
0.75,0.2,5.51,0.1,0.053010213,0.498098317,2,1,1
0.75,0.2,5.51,0.1,0.073334615,0.365940013,1,0,1
0.75,0.2,5.51,0.1,0.06032228,0.313256645,1,0,1
0.75,0.2,5.51,0.1,0.043940077,0.340659099,2,1,1
0.75,0.2,5.51,0.1,0.088335513,0.36358213,1,1,0
0.75,0.2,5.51,0.1,0.108697384,0.381433045,1,1,0
0.75,0.2,5.51,0.1,0.07278793,0.301905831,1,1,0
0.75,0.2,5.51,0.1,0.069644491,0.244113676,1,1,0
0.75,0.2,5.51,0.1,0.054555691,0.375749238,1,0,1
0.75,0.2,5.51,0.1,0.133964044,0.479493169,1,1,0
0.75,0.2,5.51,0.1,0.041685572,0.227591577,1,0,1
0.75,0.2,5.51,0.1,0.119895421,0.474122619,1,1,0
0.75,0.2,5.51,0.1,0.020774756,0.169598792,2,1,1
0.75,0.2,5.51,0.1,0.043414246,0.325988573,2,1,1
0.75,0.2,5.51,0.1,0.054113082,0.443874307,2,1,1
0.75,0.2,5.51,0.1,0.06650308,0.424766913,1,0,1
0.75,0.2,5.51,0.1,0.01158641,0.04490499,1,1,0
0.75,0.2,5.51,0.1,0.034482525,0.253351319,1,0,1
0.75,0.2,5.51,0.1,0.063570426,0.355068821,1,0,1
0.75,0.2,5.51,0.1,0.088866576,0.348540898,1,1,0
0.75,0.2,5.51,0.1,0.050505159,0.448457753,2,1,1
0.75,0.2,5.51,0.1,0.076686015,0.33903245,1,1,0
0.75,0.2,5.51,0.1,0.011002979,0.040441305,1,1,0
0.75,0.2,5.51,0.1,0.043968482,0.238330712,1,0,1
0.75,0.2,5.51,0.1,0.093926524,0.399088963,1,1,0
0.75,0.2,5.51,0.1,0.058148748,0.28006688,1,0,1
0.75,0.2,5.51,0.1,0.114905571,0.451305781,1,1,0
0.75,0.2,5.51,0.1,0.129436739,0.475626243,1,1,0
0.75,0.2,5.51,0.1,0.050268536,0.276591757,1,0,1
0.75,0.2,5.51,0.1,0.055569333,0.395858343,1,0,1
0.75,0.2,5.51,0.1,0.043034361,0.201220593,0,0,0
0.75,0.2,5.51,0.1,0.049530124,0.203667823,1,1,0
0.75,0.2,5.51,0.1,0.073503578,0.278388525,1,1,0
0.75,0.2,5.51,0.1,0.073891814,0.454169953,1,0,1
0.75,0.2,5.51,0.1,0.056002488,0.47235054,2,1,1
0.75,0.2,5.51,0.1,0.066080916,0.267169247,1,1,0
0.75,0.2,5.51,0.1,0.071155888,0.35428926,1,0,1
0.75,0.2,5.51,0.1,0.055671071,0.489388654,2,1,1
0.75,0.2,5.51,0.1,0.051337528,0.454450444,2,1,1
0.75,0.2,5.51,0.1,0.059067527,0.239292396,1,1,0
0.75,0.2,5.51,0.1,0.042360919,0.310060325,1,0,1
0.75,0.2,5.51,0.1,0.052358387,0.219106671,1,1,0
0.75,0.2,5.51,0.1,0.104963972,0.488353575,1,0,1
0.75,0.2,5.51,0.1,0.040340958,0.354781419,2,1,1
0.75,0.2,5.51,0.1,0.057047403,0.331282212,1,0,1
0.75,0.2,5.51,0.1,0.11877694,0.451727421,1,1,0
0.75,0.2,5.51,0.1,0.081984098,0.403917709,1,0,1
0.75,0.2,5.51,0.1,0.019367101,0.186466799,2,1,1
0.75,0.2,5.51,0.1,0.057378012,0.347335902,1,0,1
0.75,0.2,5.51,0.1,0.063489639,0.477047701,2,1,1
0.75,0.2,5.51,0.1,0.111174979,0.463732731,1,1,0
0.75,0.2,5.51,0.1,0.105683427,0.428722299,1,1,0
0.75,0.2,5.51,0.1,0.064661711,0.385637832,1,0,1
0.75,0.2,5.51,0.1,0.114680451,0.479839448,2,1,1
0.75,0.2,5.51,0.1,0.090662102,0.383505581,1,1,0
0.75,0.2,5.51,0.1,0.12675556,0.486110611,1,1,0
0.75,0.2,5.51,0.1,0.098994615,0.439229729,2,1,1
0.75,0.2,5.51,0.1,0.063532066,0.270179552,1,1,0
0.75,0.2,5.51,0.1,0.088233106,0.483108253,1,0,1
0.75,0.2,5.51,0.1,0.02155091,0.111651022,0,0,0
0.75,0.2,5.51,0.1,0.070201163,0.283232499,1,1,0
0.75,0.2,5.51,0.1,0.091221822,0.39213622,1,1,0
0.75,0.2,5.51,0.1,0.038147309,0.24082137,1,0,1
0.75,0.2,5.51,0.1,0.010002608,0.071400111,0,0,0
0.75,0.2,5.51,0.1,0.037094045,0.339626504,2,1,1
0.75,0.2,5.51,0.1,0.119477376,0.479008409,1,1,0
0.75,0.2,5.51,0.1,0.084495071,0.351301481,1,1,0
0.75,0.2,5.51,0.1,0.104614156,0.40327513,1,1,0
0.75,0.2,5.51,0.1,0.054207715,0.224922245,1,1,0
0.75,0.2,5.51,0.1,0.119471963,0.461731738,1,1,0
0.75,0.2,5.51,0.1,0.051213524,0.404822915,2,1,1
0.75,0.2,5.51,0.1,0.074930565,0.382473649,1,0,1
0.75,0.2,5.51,0.1,0.053618712,0.396778566,1,0,1
0.75,0.2,5.51,0.1,0.009929122,0.091437693,1,1,0
0.75,0.2,5.51,0.1,0.090868183,0.386904282,1,1,0
0.75,0.2,5.51,0.1,0.08358858,0.419561061,1,0,1
0.75,0.2,5.51,0.1,0.039790481,0.284381587,1,0,1
0.75,0.2,5.51,0.1,0.051914876,0.459506625,2,1,1
0.75,0.2,5.51,0.1,0.049745767,0.338548801,1,0,1
0.75,0.2,5.51,0.1,0.047586141,0.343266738,1,0,1
0.75,0.2,5.51,0.1,0.080679055,0.387886762,1,0,1
0.75,0.2,5.51,0.1,0.008005111,0.076348183,1,1,0
0.75,0.2,5.51,0.1,0.087109372,0.370955881,1,1,0
0.75,0.2,5.51,0.1,0.038954964,0.364325954,2,1,1
0.75,0.2,5.51,0.1,0.125928093,0.491489821,1,1,0
0.75,0.2,5.51,0.1,0.053086715,0.484252887,2,1,1
0.75,0.2,5.51,0.1,0.112749084,0.394609525,1,1,0
0.75,0.2,5.51,0.1,0.066374153,0.498424515,1,0,1
0.75,0.2,5.51,0.1,0.051649043,0.297986274,1,0,1
0.75,0.2,5.51,0.1,0.044482297,0.359942251,2,1,1
0.75,0.2,5.51,0.1,0.050210353,0.441292204,2,1,1
0.75,0.2,5.51,0.1,0.049625642,0.412258524,2,1,1
0.75,0.2,5.51,0.1,0.081125105,0.473855003,1,0,1
0.75,0.2,5.51,0.1,0.043771304,0.402489925,2,1,1
0.75,0.2,5.51,0.1,0.085925266,0.381043295,2,1,1
0.75,0.2,5.51,0.1,0.116629183,0.425307856,1,1,0
0.75,0.2,5.51,0.1,0.056918136,0.328070924,1,0,1
0.75,0.2,5.51,0.1,0.038366248,0.361356566,2,1,1
0.75,0.2,5.51,0.1,0.105385651,0.490504985,1,0,1
0.75,0.2,5.51,0.1,0.100452161,0.367607537,1,1,0
0.75,0.2,5.51,0.1,0.109236213,0.438054869,1,1,0
0.75,0.2,5.51,0.1,0.030633772,0.250090274,2,1,1
0.75,0.2,5.51,0.1,0.049181156,0.2347378,0,0,0
0.75,0.2,5.51,0.1,0.103789705,0.490696327,1,0,1
0.75,0.2,5.51,0.1,0.117342275,0.440569146,1,1,0
0.75,0.2,5.51,0.1,0.075583872,0.427970014,1,0,1
0.75,0.2,5.51,0.1,0.033977423,0.1253744,1,1,0
0.75,0.2,5.51,0.1,0.052276632,0.270934016,1,0,1
0.75,0.2,5.51,0.1,0.091716234,0.445842453,1,0,1
0.75,0.2,5.51,0.1,0.017096846,0.098611203,0,0,0
0.75,0.2,5.51,0.1,0.114306479,0.412855998,1,1,0
0.75,0.2,5.51,0.1,0.127642719,0.451720208,1,1,0
0.75,0.2,5.51,0.1,0.103628452,0.398078433,1,1,0
0.75,0.2,5.51,0.1,0.120572373,0.470279012,1,1,0
0.75,0.2,5.51,0.1,0.02266315,0.081451732,1,1,0
0.75,0.2,5.51,0.1,0.024194038,0.232959665,2,1,1
0.75,0.2,5.51,0.1,0.118278254,0.411759868,1,1,0
0.75,0.2,5.51,0.1,0.11872783,0.449111326,1,1,0
0.75,0.2,5.51,0.1,0.079730897,0.373446839,1,0,1
0.75,0.2,5.51,0.1,0.052712482,0.302389392,1,0,1
0.75,0.2,5.51,0.1,0.086380801,0.361365645,1,1,0
0.75,0.2,5.51,0.1,0.052028763,0.408315367,2,1,1
0.75,0.2,5.51,0.1,0.052150672,0.307100871,1,0,1
0.75,0.2,5.51,0.1,0.035787129,0.191681474,0,0,0
0.75,0.2,5.51,0.1,0.030107606,0.206499049,1,0,1
0.75,0.2,5.51,0.1,0.032220323,0.284562969,2,1,1
0.75,0.2,5.51,0.1,0.043374557,0.341916843,2,1,1
0.75,0.2,5.51,0.1,0.128856028,0.485383615,1,1,0
0.75,0.2,5.51,0.1,0.091509616,0.42933668,1,0,1
0.75,0.2,5.51,0.1,0.036826008,0.252370192,1,0,1
0.75,0.2,5.51,0.1,0.059556019,0.300658098,1,0,1
0.75,0.2,5.51,0.1,0.088851387,0.49819605,1,0,1
0.75,0.2,5.51,0.1,0.038140306,0.156214612,1,1,0
0.75,0.2,5.51,0.1,0.013013365,0.108657408,1,1,0
0.75,0.2,5.51,0.1,0.032047593,0.180132609,0,0,0
0.75,0.2,5.51,0.1,0.072340322,0.46503605,1,0,1
0.75,0.2,5.51,0.1,0.024939517,0.153249561,0,0,0
0.75,0.2,5.51,0.1,0.074021631,0.409311442,1,0,1
0.75,0.2,5.51,0.1,0.031660224,0.293954663,2,1,1
0.75,0.2,5.51,0.1,0.096324291,0.449206885,1,0,1
0.75,0.2,5.51,0.1,0.062859597,0.270050813,1,1,0
0.75,0.2,5.51,0.1,0.0223259,0.110452315,0,0,0
0.75,0.2,5.51,0.1,0.040845109,0.381180036,2,1,1
0.75,0.2,5.51,0.1,0.072244698,0.358622234,1,0,1
0.75,0.2,5.51,0.1,0.129836421,0.495458275,1,1,0
0.75,0.2,5.51,0.1,0.090062162,0.315212589,1,1,0
0.75,0.2,5.51,0.1,0.091618894,0.495443596,1,0,1
0.75,0.2,5.51,0.1,0.023254415,0.138570176,0,0,0
0.75,0.2,5.51,0.1,0.042634193,0.410929448,2,1,1
0.75,0.2,5.51,0.1,0.090518007,0.366459276,1,1,0
0.75,0.2,5.51,0.1,0.111723863,0.418376082,1,1,0
0.75,0.2,5.51,0.1,0.068212569,0.243841931,1,1,0
0.75,0.2,5.51,0.1,0.007203619,0.049135646,0,0,0
0.75,0.2,5.51,0.1,0.06211441,0.369349349,1,0,1
0.75,0.2,5.51,0.1,0.119483785,0.457020524,1,1,0
0.75,0.2,5.51,0.1,0.041444165,0.234878985,1,0,1
0.75,0.2,5.51,0.1,0.048327118,0.206847534,1,1,0
0.75,0.2,5.51,0.1,0.055633359,0.298582846,1,0,1
0.75,0.2,5.51,0.1,0.090627157,0.352598894,1,1,0
0.75,0.2,5.51,0.1,0.019019034,0.072556989,1,1,0
0.75,0.2,5.51,0.1,0.084980342,0.338419868,1,1,0
0.75,0.2,5.51,0.1,0.027406748,0.240578624,2,1,1
0.75,0.2,5.51,0.1,0.044639744,0.368495974,2,1,1
0.75,0.2,5.51,0.1,0.060742643,0.495160178,2,1,1
0.75,0.2,5.51,0.1,0.057766197,0.490964723,2,1,1
0.75,0.2,5.51,0.1,0.046428446,0.313399899,1,0,1
0.75,0.2,5.51,0.1,0.036203862,0.271706186,2,1,1
0.75,0.2,5.51,0.1,0.101084071,0.423743317,1,1,0
0.75,0.2,5.51,0.1,0.125651014,0.463895844,1,1,0
0.75,0.2,5.51,0.1,0.091840784,0.44521239,1,0,1
0.75,0.2,5.51,0.1,0.080658267,0.440322916,1,0,1
0.75,0.2,5.51,0.1,0.005926396,0.056916203,1,1,0
0.75,0.2,5.51,0.1,0.013233472,0.112605706,1,1,0
0.75,0.2,5.51,0.1,0.064848033,0.315334224,1,0,1
0.75,0.2,5.51,0.1,0.053493584,0.494482512,2,1,1
0.75,0.2,5.51,0.1,0.130646993,0.488168594,1,1,0
0.75,0.2,5.51,0.1,0.105759594,0.450075574,2,1,1
0.75,0.2,5.51,0.1,0.044121686,0.42461833,2,1,1
0.75,0.2,5.51,0.1,0.082409875,0.395158702,1,0,1
0.75,0.2,5.51,0.1,0.038748619,0.27026124,1,0,1
0.75,0.2,5.51,0.1,0.064955823,0.36998025,1,0,1
0.75,0.2,5.51,0.1,0.019799744,0.181632818,2,1,1
0.75,0.2,5.51,0.1,0.118879045,0.42207382,1,1,0
0.75,0.2,5.51,0.1,0.051630757,0.257000264,1,0,1
0.75,0.2,5.51,0.1,0.055708088,0.302514158,1,0,1
0.75,0.2,5.51,0.1,0.033417025,0.157550188,0,0,0
0.75,0.2,5.51,0.1,0.035290314,0.177051674,0,0,0
0.75,0.2,5.51,0.1,0.068360106,0.416979362,1,0,1
0.75,0.2,5.51,0.1,0.063704081,0.269674237,1,1,0
0.75,0.2,5.51,0.1,0.071943328,0.35605113,1,0,1
0.75,0.2,5.51,0.1,0.030985622,0.163359924,0,0,0
0.75,0.2,5.51,0.1,0.127021177,0.494105521,1,1,0
0.75,0.2,5.51,0.1,0.077332277,0.464417287,1,0,1
0.75,0.2,5.51,0.1,0.02401741,0.204686084,2,1,1
0.75,0.2,5.51,0.1,0.046988789,0.428686496,2,1,1
0.75,0.2,5.51,0.1,0.05577184,0.350694225,1,0,1
0.75,0.2,5.51,0.1,0.03176327,0.261634651,2,1,1
0.75,0.2,5.51,0.1,0.080142957,0.486446351,1,0,1
0.75,0.2,5.51,0.1,0.126358154,0.447253064,1,1,0
0.75,0.2,5.51,0.1,0.02533423,0.155774089,0,0,0
0.75,0.2,5.51,0.1,0.066354431,0.406543937,1,0,1
0.75,0.2,5.51,0.1,0.082689432,0.439355571,1,0,1
0.75,0.2,5.51,0.1,0.073332851,0.48228334,1,0,1
0.75,0.2,5.51,0.1,0.041073269,0.345554501,2,1,1
0.75,0.2,5.51,0.1,0.043178628,0.276623242,1,0,1
0.75,0.2,5.51,0.1,0.031985586,0.181526013,0,0,0
0.75,0.2,5.51,0.1,0.040235584,0.223878337,1,0,1
0.75,0.2,5.51,0.1,0.015086025,0.125921837,1,1,0
0.75,0.2,5.51,0.1,0.04683339,0.205366865,1,1,0
0.75,0.2,5.51,0.1,0.127484498,0.480266317,1,1,0
0.75,0.2,5.51,0.1,0.106987588,0.463133595,2,1,1
0.75,0.2,5.51,0.1,0.042220526,0.370281678,2,1,1
0.75,0.2,5.51,0.1,0.005640452,0.04889055,1,1,0
0.75,0.2,5.51,0.1,0.063109661,0.357660164,1,0,1
0.75,0.2,5.51,0.1,0.054078417,0.226220632,1,1,0
0.75,0.2,5.51,0.1,0.079761265,0.3583622,1,0,1
0.75,0.2,5.51,0.1,0.058845125,0.423319283,1,0,1
0.75,0.2,5.51,0.1,0.109260302,0.413815866,1,1,0
0.75,0.2,5.51,0.1,0.046958241,0.448765661,2,1,1
0.75,0.2,5.51,0.1,0.083452631,0.422580614,1,0,1
0.75,0.2,5.51,0.1,0.036311442,0.183737795,0,0,0
0.75,0.2,5.51,0.1,0.047037166,0.247247787,1,0,1
